"Initial","Final","Matrix element (a.u.)","Matrix error","Matrix element (a.u.)","Wavelength (nm)","Wavelength error","Wavelength (nm)","Transition rate (s-1)","Transition rate error","Transition rate (s-1)","Branching ratio","Branching ratio error","Branching ratio","Reference","DOI","Reference 2","DOI 2"
"5p3/2","2s1/2","0.1693519","0.0000847","0.169352(85)","256.3080","0.0009","256.3080(9)","862781.8433","863.077890","8.6278(86)E+05","0.5222002922934031","0.0003177450958573808","0.52220(32)","","","",""
"5p3/2","3s1/2","0.2183460","0.0003261","0.21835(33)","846.7802","0.0101","846.78(1)","39772.7580","118.809911","3.977(12)E+04","0.024072534712573118","7.184965387470816e-05","0.024073(72)","","","",""
"5p3/2","4s1/2","0.3284003","0.0019336","0.3284(19)","2497.8144","0.0882","2497.81(9)","3505.3703","41.280465","3.505(41)E+03","0.00212163180913487","2.4969416551614312e-05","0.002122(25)","","","",""
"5p3/2","5s1/2","35.4654300","0.0177327","35.465(18)","13965.3102","2.7581","13965(3)","233919.2796","271.895530","2.3392(27)E+05","0.1415800727994388","0.0001665091923075382","0.14158(17)","","","",""
"5p3/2","3d3/2","0.3143168","0.0001966","0.31432(20)","1293.2462","0.0237","1293.25(2)","23136.5671","28.970912","2.3137(29)E+04","0.014003449643202798","1.949795043014293e-05","0.014003(19)","","","",""
"5p3/2","3d5/2","0.9429724","0.0005922","0.94297(59)","1293.2528","0.0237","1293.25(2)","208235.5887","261.799223","2.0824(26)E+05","0.1260349717734652","0.00015926664715630088","0.12603(16)","","","",""
"5p3/2","4d3/2","2.0125090","0.0018647","2.0125(19)","4180.2874","0.2471","4180.3(2)","28084.3608","52.281210","2.8084(52)E+04","0.0169981108438295","3.29707645932961e-05","0.016998(33)","","","",""
"5p3/2","4d5/2","6.0377199","0.0056423","6.0377(56)","4180.3224","0.2471","4180.3(2)","252769.0587","474.551879","2.5277(47)E+05","0.15298893612495257","0.00025876740689908975","0.15299(26)","","","",""
"6p1/2","2s1/2","0.0925072","0.0002975","0.09251(30)","247.5809","0.0009","247.5809(9)","571264.2399","3674.337522","5.713(37)E+05","0.5154447613198934","0.0017043622802831312","0.5154(17)","","","",""
"6p1/2","3s1/2","0.1374721","0.0009412","0.13747(94)","758.4537","0.0081","758.454(8)","43881.2691","600.866132","4.388(60)E+04","0.03959353425726445","0.0005383296375612483","0.03959(54)","","","",""
"6p1/2","4s1/2","0.1090855","0.0027134","0.1091(27)","1859.1577","0.0489","1859.16(5)","1875.9563","93.325440","1.876(93)E+03","0.0016926524719523943","8.42715921567279e-05","0.001693(84)","","","",""
"6p1/2","5s1/2","0.5970169","0.0091316","0.5970(91)","4781.6233","0.3233","4781.6(3)","3302.8169","101.037896","3.30(10)E+03","0.0029800914045860355","9.148780301535335e-05","0.002980(91)","","","",""
"6p1/2","6s1/2","36.5667790","0.0182834","36.567(18)","24801.5873","8.6991","24802(9)","88791.6846","128.892221","8.879(13)E+04","0.08011565484986745","0.00029956160660424974","0.08012(30)","","","",""
"6p1/2","3d3/2","0.3982973","0.0007797","0.39830(78)","1097.9648","0.0170","1097.96(2)","121419.0330","475.409302","1.2142(48)E+05","0.10955491371384475","0.0005387494999751901","0.10955(54)","","","",""
"6p1/2","4d3/2","1.5997176","0.0032881","1.5997(33)","2654.3082","0.0996","2654.3(1)","138634.0489","570.117655","1.3863(57)E+05","0.1250878126783629","0.0006240899689262641","0.12509(62)","","","",""
"6p1/2","5d3/2","7.9436720","0.0211531","7.944(21)","7716.5853","0.8421","7716.6(8)","139124.7644","742.345658","1.3912(74)E+05","0.12553057930422856","0.000726934548788599","0.12553(73)","","","",""
"6p3/2","2s1/2","0.1308264","0.0004344","0.13083(43)","247.5809","0.0009","247.5809(9)","571277.0180","3793.776287","5.713(38)E+05","0.5154440072432852","0.0017453869078184205","0.5154(17)","","","",""
"6p3/2","3s1/2","0.1944159","0.0013701","0.1944(14)","758.4537","0.0081","758.454(8)","43881.7167","618.493619","4.388(62)E+04","0.039592994656793175","0.0005539543856618284","0.03959(55)","","","",""
"6p3/2","4s1/2","0.1542706","0.0039370","0.1543(39)","1859.1577","0.0489","1859.16(5)","1875.9661","95.749774","1.876(96)E+03","0.0016926210539452058","8.64582522761789e-05","0.001693(86)","","","",""
"6p3/2","5s1/2","0.8443123","0.0132080","0.844(13)","4781.6233","0.3233","4781.6(3)","3302.8396","103.338118","3.30(10)E+03","0.002980040880404771","9.357098670009481e-05","0.002980(94)","","","",""
"6p3/2","6s1/2","51.7132390","0.0258566","51.713(26)","24801.5873","8.6991","24802(9)","88791.6990","128.892160","8.879(13)E+04","0.0801137586848291","0.00030609327760445365","0.08011(31)","","","",""
