"Initial","Final","Matrix element (a.u.)","Matrix error","Matrix element (a.u.)","Wavelength (nm)","Wavelength error","Wavelength (nm)","Transition rate (s-1)","Transition rate error","Transition rate (s-1)","Branching ratio","Branching ratio error","Branching ratio","Reference","DOI","Reference 2","DOI 2"
"8p3/2","6d3/2","7.7796557","0.2323903","7.78(23)","8571.4555","0.1039","8571.5(1)","48681.5440","2908.385961","4.87(29)E+04","0.022752171438018307","0.0013856826689781258","0.0228(14)","","","",""
"8p3/2","6d5/2","23.3968670","0.6715630","23.40(67)","8588.1141","0.1043","8588.1(1)","437753.1890","25129.766656","4.38(25)E+05","0.20459161290571087","0.009703371903844642","0.2046(97)","","","",""
"9p1/2","5s1/2","0.0376028","0.0043066","0.0376(43)","323.0088","0.0001","323.0088(1)","42504.4759","9735.965199","4.25(97)E+04","0.034845611990049194","0.00771709223500849","0.0348(77)","","","",""
"9p1/2","6s1/2","0.2224333","0.0041527","0.2224(42)","923.6681","0.0012","923.668(1)","63604.6882","2374.924888","6.36(24)E+04","0.05214378570904702","0.0020093041813668213","0.0521(20)","","","",""
"9p1/2","7s1/2","0.7521203","0.0137104","0.752(14)","2151.7070","0.0065","2151.707(7)","57525.7856","2097.275014","5.75(21)E+04","0.047160238106448586","0.0017895348807988845","0.0472(18)","","","",""
"9p1/2","8s1/2","2.9407443","0.0257696","2.941(26)","5229.8684","0.0387","5229.87(4)","61246.2574","1073.396840","6.12(11)E+04","0.050210319600211516","0.001136555121273104","0.0502(11)","","","",""
"9p1/2","9s1/2","36.7227980","0.0770830","36.723(77)","21744.8503","0.6687","21744.9(7)","132873.8668","557.952535","1.3287(56)E+05","0.10893137968607855","0.0017218797573142243","0.1089(17)","","","",""
"9p1/2","4d3/2","0.3517249","0.0065110","0.3517(65)","861.8267","0.0011","861.827(1)","195786.9427","7248.669571","1.958(72)E+05","0.16050817440806803","0.0054826357863633915","0.1605(55)","","","",""
"9p1/2","5d3/2","1.2418660","0.0196722","1.242(20)","1901.7286","0.0051","1901.729(5)","227164.8860","7196.965237","2.272(72)E+05","0.18623213909451827","0.005480246717127181","0.1862(55)","","","",""
"9p1/2","6d3/2","4.1993504","0.0554617","4.199(55)","4401.8289","0.0274","4401.83(3)","209460.4711","5532.777981","2.095(55)E+05","0.1717178754092501","0.004524268493162327","0.1717(45)","","","",""
"9p1/2","7d3/2","26.9204800","0.6148070","26.92(61)","14731.9449","0.3069","14731.9(3)","229626.8417","10488.395588","2.30(10)E+05","0.18825047599632874","0.007379958499062118","0.1883(74)","","","",""
"9p3/2","5s1/2","0.0726511","0.0056406","0.0727(56)","322.8911","0.0001","322.8911(1)","79418.7987","12332.082399","7.9(12)E+04","0.06054776372716247","0.008855327246454893","0.0605(89)","","","",""
"9p3/2","6s1/2","0.3632766","0.0059709","0.3633(60)","922.7067","0.0012","922.707(1)","85092.4709","2797.199921","8.51(28)E+04","0.06487329085334434","0.0021891284421688053","0.0649(22)","","","",""
"9p3/2","7s1/2","1.1745630","0.0143531","1.175(14)","2146.4971","0.0065","2146.497(7)","70659.2468","1726.904910","7.07(17)E+04","0.05386960586004803","0.0014567353358629427","0.0539(15)","","","",""
"9p3/2","8s1/2","4.4306140","0.0350916","4.431(35)","5199.1968","0.0382","5199.20(4)","70749.9878","1120.717210","7.07(11)E+04","0.05393878551986304","0.0011082570008952317","0.0539(11)","","","",""
"9p3/2","9s1/2","51.3223980","0.1181560","51.32(12)","21224.2576","0.6371","21224.3(6)","139548.0172","642.666317","1.3955(64)E+05","0.10638942565671262","0.0015599910529231753","0.1064(16)","","","",""
